1	3	-0.08653191	9.827598	0.043059375	17.158033
1	4	-0.032492876	20.957664	0.08323918	10.156249
1	5	0.054110266	14.423223	0.0545391	14.334561
1	6	0.09971888	8.700097	-0.019415049	28.870516
1	7	0.06585036	12.334604	-0.07794237	10.733675
1	8	-0.020325035	28.131453	-0.07308656	11.323884
1	9	-0.0885841	9.633311	-0.008898722	41.4575
1	10	-0.08332152	10.147763	0.061954588	12.957236
1	11	-0.009129629	41.0644	0.081419475	10.347486
1	12	0.072997324	11.335338	0.033637844	20.46655
1	13	0.09566179	9.018421	-0.042115197	17.440575
1	14	0.040260855	18.023468	-0.0836943	10.10952
1	15	-0.04783343	15.85897	-0.05704452	13.837596
1	16	-0.096504465	8.950402	0.01592832	32.102024
1	17	-0.06598747	12.31378	0.07538733	11.036347
1	18	0.018592864	29.572475	0.07265445	11.379566
1	19	0.08786574	9.70044	0.010087532	39.510235
1	20	0.085075945	9.970258	-0.06092301	13.132773
1	21	0.012554792	36.000805	-0.08213804	10.271115
1	22	-0.07025046	11.699625	-0.03620787	19.443815
1	23	-0.095525324	9.029533	0.039165713	18.386383
1	24	-0.04263981	17.282448	0.08220316	10.264251
1	25	0.045002818	16.60435	0.05771031	13.711275
1	26	0.0955803	9.025054	-0.0141161345	34.084904
1	27	0.06770562	12.058656	-0.07431744	11.168218
1	28	-0.015706193	32.332577	-0.07354537	11.265354
1	29	-0.086269684	9.852989	-0.012491864	36.082546
1	30	-0.086176924	9.862001	0.058745354	13.519411
1	31	-0.015562555	32.483437	0.08177507	10.309551
1	32	0.067655146	12.066	0.037805844	18.857887
1	33	0.09529211	9.048588	-0.037000045	19.148867
1	34	0.044777546	16.66669	-0.081251636	10.365487
1	35	-0.04239947	17.354532	-0.05869742	13.528178
1	36	-0.09475153	9.093067	0.012088307	36.615723
1	37	-0.06939908	11.817335	0.073011085	11.3335705
1	38	0.012824548	35.65455	0.07414203	11.190139
1	39	0.08450896	10.026939	0.014641846	33.484898
1	40	0.08694888	9.78749	-0.056619983	13.919367
1	41	0.018236473	29.887468	-0.0812021	10.370812
1	42	-0.065234244	12.429059	-0.039019514	18.43594
1	43	-0.09503568	9.0696335	0.035243124	19.815521
1	44	-0.046787076	16.126577	0.08064593	10.430978
1	45	0.039913625	18.136974	0.05999432	13.294922
1	46	0.0940012	9.155534	-0.009698992	40.126225
1	47	0.071204536	11.570472	-0.07123861	11.565912
1	48	-0.0097064255	40.11426	-0.07419637	11.183338
1	49	-0.082365416	10.247184	-0.016246999	31.776937
1	50	-0.087237895	9.759882	0.054993264	14.241843
1	51	-0.02039532	28.07594	0.08107708	10.384276
