538,2864,11
539,2864,347
540,2866,210
541,2868,22
542,2868,9088
543,2874,47
544,2876,33
545,2877,30
546,2878,106
547,2882,40
548,2882,194
549,2883,80
550,2884,189
551,2885,41
552,2885,55
553,2886,21
554,2894,169
555,2896,133
556,2897,98
557,2898,495
558,2899,30
559,2900,1400
560,2901,116
561,2906,249
562,2911,74
563,2914,43
564,2917,96
565,2919,235
566,2920,84
567,2921,60
568,2922,95
569,2931,51
570,2933,25
571,2933,14
572,2936,118
573,2936,1343
574,2936,25
575,2940,20
576,2941,28
577,2942,50
578,2943,96
579,2943,79
580,2943,229
581,2944,58
582,2961,126
583,2963,221
584,2968,34
585,2974,81
586,2975,474
587,2979,270
588,2981,134
589,2985,12
590,2986,51
591,2989,37
592,2989,661
593,2990,2529
594,2992,609
595,2993,35
596,2996,120
597,2996,392
598,2997,186
599,2998,115
600,3001,48
601,3001,88
602,3005,62
603,3006,3088
604,3006,3571
605,3007,5
606,3008,15
607,3012,87
608,3013,2894
609,3020,51
610,3020,142
611,3021,197
612,3023,46
613,3024,76
614,3029,327
615,3030,112
616,3031,136
617,3039,8
618,3041,74
619,3048,114
620,3049,66
621,3049,651
622,3049,811
623,3049,230
624,3051,322
625,3052,14
626,3059,179
627,3063,122
628,3068,16
629,3069,12
630,3072,53
631,3075,145
632,3076,397
633,3076,9
634,3077,110
635,3079,59
636,3082,38
637,3082,72
638,3083,219
639,3085,83
640,3088,400
641,3090,108
642,3090,104
643,3091,286
644,3093,164
645,3099,30
646,3099,65
647,3101,125
648,3101,8
649,3104,9
650,3104,43
651,3104,23
652,3106,55
653,3108,95
654,3108,588
655,3114,55
656,3114,330
657,3115,44
658,3117,37
659,3118,77
660,3119,257
661,3120,65
662,3121,97
663,3121,83
664,3121,28
665,3121,38
666,3122,7
667,3122,361
668,3127,68
669,3129,5
670,3131,437
671,3132,93
672,3138,111
673,3140,146
674,3140,68
675,3140,695
676,3142,68
677,3143,22
678,3144,12
679,3148,0
680,3151,5
681,3156,82
682,3157,697
683,3158,28
684,3159,108
685,3159,613
686,3160,26
687,3162,413
688,3163,169
689,3163,484
690,3164,35
691,3164,95
692,3167,11
693,3169,467
694,3172,636
695,3172,242
696,3174,186
697,3176,380
698,3178,134
699,3181,318
700,3182,72
701,3183,312
702,3184,165
703,3185,1208
704,3187,34
705,3188,138
706,3189,791
707,3190,774
708,3190,219
709,3192,601
710,3194,129
711,3198,10
712,3204,115
713,3207,57
714,3208,12
715,3209,2
716,3209,61
717,3213,84
718,3214,149
719,3219,380
720,3222,716
721,3223,357
722,3231,156
723,3231,204
724,3233,197
725,3234,113
726,3235,582
727,3243,121
728,3243,113
729,3245,202
730,3246,19
731,3247,92
732,3247,397
733,3247,43
734,3249,31
735,3250,66
736,3251,267
737,3251,355
738,3252,241
739,3252,137
740,3253,125
741,3254,39
742,3256,43
743,3258,1555
744,3259,1122
745,3260,253
746,3261,147
747,3261,15
748,3261,285
749,3262,660
750,3264,6
751,3265,275
752,3265,16
753,3267,40
754,3268,461
755,3269,317
756,3272,411
757,3273,77
758,3273,189
759,3276,648
760,3276,101
761,3278,241
762,3279,26
763,3280,25
764,3281,51
765,3285,3208
766,3285,40
767,3286,44
768,3289,56
769,3289,62
770,3290,34
771,3292,146
772,3294,1808
773,3294,66
774,3296,177
775,3296,169
776,3298,144
777,3302,205
778,3304,76
779,3305,3828
780,3309,33
781,3310,170
782,3310,637
783,3315,128
784,3317,81
785,3318,94
786,3319,1514
787,3320,1228
788,3324,44
789,3329,91
790,3329,101
791,3331,1314
792,3331,65
793,3335,67
794,3335,203
795,3335,929
796,3335,43
797,3336,11
798,3337,303
799,3337,136
800,3338,80
801,3340,21
802,3341,311
803,3341,53
804,3344,295
805,3344,36
806,3344,449
807,3350,169
808,3350,173
809,3354,7
810,3356,233
811,3358,563
812,3358,108
813,3361,143
814,3364,374
815,3365,48
816,3366,17
817,3368,419
818,3368,17
819,3368,102
820,3369,564
821,3371,297
822,3371,177
823,3372,501
824,3376,53
825,3377,160
826,3379,89
827,3380,108
828,3382,164
829,3382,147
830,3383,49
831,3384,112
832,3386,161
833,3391,155
834,3394,33
835,3394,82
836,3396,1077
837,3398,196
838,3399,50
839,3400,576
840,3402,60
841,3403,267
842,3405,176
843,3406,21
844,3408,16
845,3410,54
846,3411,71
847,3412,67
848,3413,49
849,3419,181
850,3421,170
851,3421,175
852,3421,16
853,3422,554
854,3424,52
855,3427,26
856,3428,908
857,3429,592
858,3429,235
859,3432,44
860,3433,257
861,3440,369
862,3440,130
863,3441,44
864,3441,46
865,3446,202
866,3456,170
867,3459,148
868,3463,150
869,3464,50
870,3464,348
871,3465,8
872,3466,26
873,3470,35
874,3476,38
875,3476,94
876,3542,15
877,3546,74
878,3547,608
879,3548,16
880,3549,115
881,3552,68
882,3557,229
883,3557,135
884,3558,193
885,3560,195
886,3565,115
887,3566,101
888,3570,23
889,3570,108
890,3570,361
891,3571,65
892,3571,19
893,3572,881
894,3577,52
895,3578,3539
896,3582,9
897,3583,58
898,3584,438
899,3585,20
900,3588,53
901,3590,563
902,3593,55
903,3594,45
904,3596,93
905,3596,139
906,3598,19
907,3600,791
908,3602,232
909,3602,213
910,3603,1245
911,3605,10
912,3606,189
913,3608,2098
914,3609,302
915,3614,82
916,3616,79
917,3620,1508
918,3621,70
919,3624,146
920,3626,136
921,3631,25
922,3634,85
923,3636,80
924,3639,119
925,3643,167
926,3644,183
927,3645,28
928,3646,401
929,3648,118
930,3649,10
931,3650,121
932,3650,30
933,3651,180
934,3653,18
935,3655,159
936,3660,19
937,3660,12
938,3665,50
939,3672,1928
940,3672,69
941,3672,47
942,3673,38
943,3673,163
944,3676,91
945,3677,112
946,3678,97
947,3678,439
948,3678,16
949,3682,192
950,3683,144
951,3685,55
952,3688,411
953,3690,461
954,3691,282
955,3691,169
956,3692,23
957,3697,36
958,3698,242
959,3700,73
960,3703,74
961,3705,215
962,3706,5
963,3708,223
964,3709,11
965,3715,51
966,3717,434
967,3719,414
968,3720,1646
969,3722,32
970,3725,294
971,3725,411
972,3727,236
973,3732,49
974,3732,594
975,3738,397
976,3741,56
977,3745,179
978,3747,62
979,3747,227
980,3748,145
981,3748,134
982,3750,560
983,3751,250
984,3752,36
985,3752,71
986,3752,18
987,3756,848
988,3756,95
989,3759,154
990,3765,109
991,3766,62
992,3768,263
993,3769,14
994,3769,75
995,3771,400
996,3772,700
997,3773,126
998,3774,108
999,3776,714
1000,3778,21
1001,3780,127
1002,3782,404
1003,3783,239
1004,3789,51
1005,3792,62
1006,3793,140
1007,3793,35
1008,3795,234
1009,3796,53
1010,3796,23
1011,3797,121
1012,3798,12
1013,3799,82
1014,3802,9
1015,3802,109
1016,3805,31
1017,3806,61
1018,3808,195
1019,3809,48
1020,3810,75
1021,3811,30
1022,3813,124
1023,3816,28
1024,3819,407
1025,3820,112
1026,3821,42
1027,3821,106
1028,3824,51
1029,3824,37
1030,3825,465
1031,3825,258
1032,3826,74
1033,3827,651
1034,3829,189
1035,3832,80
1036,3832,52
1037,3837,232
1038,3838,61
1039,3838,70
1040,3839,315
1041,3840,134
1042,3841,69
1043,3842,86
1044,3842,304
1045,3844,137
1046,3844,1337
1047,3846,3
1048,3847,109
1049,3849,82
1050,3851,1913
1051,3860,43
1052,3862,18
1053,3865,109
1054,3866,202
1055,3868,77
1056,3868,204
1057,3875,130
1058,3877,107
1059,3878,401
1060,3879,49
1061,3883,40
1062,3884,330
1063,3885,8
1064,3889,569
1065,3890,243
1066,3899,349
1067,3899,159
1068,3899,131
1069,3901,47
1070,3903,294
1071,3903,1361
1072,3904,667
1073,3907,364
1074,3908,40
1075,3910,35
1076,3911,448
1077,3911,184
1078,3915,24
1079,3915,190
1080,3915,112
1081,3916,244
1082,3917,63
1083,3920,119
1084,3922,1766
1085,3924,55
1086,3931,99
1087,3934,120
1088,3934,101
1089,3937,111
1090,3939,435
1091,3943,149
1092,3945,52
1093,3955,50
1094,3960,277
1095,3961,172
1096,3964,341
1097,3967,15
1098,3971,636
1099,3978,152
1100,3978,411
1101,3980,272
1102,3984,31
1103,3985,128
1104,3985,126
1105,3986,25
1106,3986,193
1107,3987,610
1108,3988,18
1109,3992,219
1110,3993,124
1111,3994,150
1112,3994,74
1113,3999,264
1114,3999,14
1115,4000,782
1116,4001,36
1117,4001,68
1118,4002,7
1119,4005,42
1120,4006,294
1121,4007,405
1122,4009,1285
1123,4010,54
1124,4022,899
1125,4023,2115
1126,4027,46
1127,4028,98
1128,4029,31
1129,4032,150
1130,4032,736
1131,4033,81
1132,4034,199
1133,4035,125
1134,4038,58
1135,4039,257
1136,4040,46
1137,4098,58
1138,4100,210
1139,4100,44
1140,4102,500
1141,4104,221
1142,4105,365
1143,4107,656
1144,4107,45
1145,4117,81
1146,4118,97
1147,4120,178
1148,4122,17
1149,4123,153
1150,4126,595
1151,4126,35
1152,4126,155
1153,4127,55
1154,4127,127
1155,4131,999
1156,4132,906
1157,4134,510
1158,4135,881
1159,4136,395
1160,4137,93
1161,4137,55
1162,4141,106
1163,4143,83
1164,4146,76
1165,4152,797
1166,4157,137
1167,4157,118
1168,4160,236
1169,4161,381
1170,4164,39
1171,4166,24
1172,4169,272
1173,4170,39
1174,4173,1218
1175,4175,76
1176,4177,1337
1177,4179,423
1178,4181,5
1179,4184,99
1180,4184,111
1181,4184,186
1182,4187,24
1183,4187,49
1184,4189,222
1185,4190,88
1186,4190,980
1187,4192,241
1188,4193,52
1189,4193,151
1190,4195,559
1191,4195,1287
1192,4199,35
1193,4201,183
1194,4202,440
1195,4205,10
1196,4206,42
1197,4207,41
1198,4212,337
1199,4212,204
1200,4212,153
1201,4218,25
1202,4220,185
1203,4222,579
1204,4224,32
1205,4225,430
1206,4225,26
1207,4227,47
1208,4229,283
1209,4231,220
1210,4234,67
1211,4235,95
1212,4236,236
1213,4239,39
1214,4240,113
1215,4242,229
1216,4243,1541
1217,4244,29
1218,4245,77
1219,4246,239
1220,4246,45
1221,4246,607
1222,4247,43
1223,4256,57
1224,4259,100
1225,4260,105
1226,4260,77
1227,4261,50
1228,4263,3
1229,4271,4786
1230,4273,24
1231,4277,34
1232,4282,1244
1233,4285,83
1234,4285,12
1235,4286,411
1236,4286,256
1237,4288,43
1238,4289,117
1239,4290,76
1240,4295,368
1241,4295,60
1242,4295,1351
1243,4296,209
1244,4296,203
1245,4299,455
1246,4301,770
1247,4301,501
1248,4303,25
1249,4306,511
1250,4311,338
1251,4312,461
1252,4313,5
1253,4314,9625
1254,4314,24
1255,4317,113
1256,4323,52
1257,4325,80
1258,4327,176
1259,4330,145
1260,4331,73
1261,4334,57
1262,4335,57
1263,4336,45
1264,4341,53
1265,4343,210
1266,4347,61
1267,4348,84
1268,4350,1
1269,4352,62
1270,4352,291
1271,4353,38
1272,4355,270
1273,4363,33
1274,4364,197
1275,4366,691
1276,4367,53
1277,4368,355
1278,4368,42
1279,4370,76
1280,4372,259
1281,4372,125
1282,4372,187
1283,4373,347
1284,4374,2
1285,4375,115
1286,4376,555
1287,4376,274
1288,4379,1885
1289,4379,88
1290,4381,588
1291,4383,675
1292,4384,94
1293,4387,295
1294,4387,70
1295,4389,86
1296,4394,66
1297,4395,376
1298,4398,270
1299,4398,402
1300,4399,178
1301,4400,88
1302,4402,175
1303,4402,143
1304,4402,11
1305,4405,157
1306,4416,505
1307,4417,78
1308,4419,119
1309,4420,59
1310,4423,187
1311,4423,202
1312,4423,28
1313,4425,92
1314,4427,11
1315,4428,145
1316,4430,125
1317,4430,29
1318,4432,46
1319,4433,83
1320,4437,64
1321,4438,17
1322,4438,145
1323,4439,531
1324,4440,36
1325,4441,91
1326,4443,66
1327,4450,152
1328,4452,1471
1329,4453,47
1330,4453,2089
1331,4455,48
1332,4456,1056
1333,4458,50
1334,4460,48
1335,4463,126
1336,4465,68
1337,4468,118
1338,4469,850
1339,4470,862
1340,4483,109
1341,4484,8
1342,4484,22
1343,4490,94
1344,4498,328
1345,4499,455
1346,4501,42
1347,4502,70
1348,4503,71
1349,4503,83
1350,4504,210
1351,4504,525
1352,4508,20
1353,4508,108
1354,4508,174
1355,4509,385
1356,4511,1070
1357,4511,142
1358,4512,148
1359,4512,688
1360,4513,8
1361,4515,57
1362,4517,112
1363,4518,36
1364,4521,78
1365,4521,48
1366,4521,54
1367,4522,17
1368,4523,97
1369,4534,0
1370,4534,82
1371,4534,45
1372,4534,498
1373,4540,127
1374,4541,33
1375,4543,114
1376,4544,629
1377,4549,123
1378,4552,87
1379,4553,2286
1380,4554,22
1381,4556,44
1382,4558,202
1383,4558,34
1384,4559,3
1385,4559,43
1386,4561,145
1387,4561,30
1388,4561,1334
1389,4567,53
1390,4570,28
1391,4571,149
1392,4627,36
1393,4627,124
1394,4629,67
1395,4630,90
1396,4630,41
1397,4632,38
1398,4633,7
1399,4633,88
1400,4634,177
1401,4636,36
1402,4638,137
1403,4640,171
1404,4643,77
1405,4645,435
1406,4645,106
1407,4646,140
1408,4647,236
1409,4647,1235
1410,4648,499
1411,4649,90
1412,4651,960
1413,4654,175
1414,4658,105
1415,4660,72
1416,4662,31
1417,4663,72
1418,4666,147
1419,4668,165
1420,4668,39
1421,4672,253
1422,4673,376
1423,4679,135
1424,4680,341
1425,4680,2279
1426,4682,186
1427,4684,5646
1428,4686,20
1429,4688,82
1430,4692,5
1431,4694,111
1432,4700,157
1433,4701,54
1434,4702,173
1435,4703,116
1436,4704,207
1437,4707,969
1438,4707,28
1439,4714,1571
1440,4717,547
1441,4721,5
1442,4722,859
1443,4724,607
1444,4724,75
1445,4729,114
1446,4730,9
1447,4731,44
1448,4732,4
1449,4733,26
1450,4734,73
1451,4736,6
1452,4738,66
1453,4740,94
1454,4740,41
1455,4744,516
1456,4745,80
1457,4749,338
1458,4750,286
1459,4750,231
1460,4757,176
1461,4757,2
1462,4758,150
1463,4762,52
1464,4764,194
1465,4766,202
1466,4767,618
1467,4768,46
1468,4768,99
1469,4772,82
1470,4773,115
1471,4773,96
1472,4775,3
1473,4778,885
1474,4779,839
1475,4787,60
1476,4788,563
1477,4789,54
1478,4790,181
1479,4790,131
1480,4794,148
1481,4797,2168
1482,4801,125
1483,4804,65
1484,4805,135
1485,4805,1167
1486,4806,60
1487,4807,24
1488,4808,274
1489,4808,103
1490,4811,621
1491,4811,60
1492,4812,1621
1493,4818,21
1494,4820,162
1495,4820,73
1496,4823,53
1497,4823,129
1498,4824,9
1499,4830,597
1500,4834,206
1501,4834,28
1502,4839,8
1503,4839,75
1504,4840,37
1505,4841,825
1506,4843,516
1507,4844,104
1508,4848,70
1509,4854,77
1510,4861,30
1511,4861,21
1512,4866,121
1513,4867,65
1514,4870,927
1515,4872,20
1516,4875,19
1517,4876,59
1518,4876,172
1519,4878,121
1520,4881,48
1521,4881,226
1522,4882,28
1523,4883,121
1524,4885,119
1525,4886,85
1526,4888,48
1527,4892,144
1528,4892,31
1529,4892,102
1530,4893,148
1531,4893,77
1532,4894,53
1533,4896,1731
1534,4897,82
1535,4899,149
1536,4899,82
1537,4900,222
1538,4900,195
1539,4901,10
1540,4903,102
1541,4904,30
1542,4905,247
1543,4905,69
1544,4905,18
1545,4905,84
1546,4910,115
1547,4913,434
1548,4913,13
1549,4914,181
1550,4916,49
1551,4920,79
1552,4922,76
1553,4925,226
1554,4925,8
1555,4934,22
1556,4934,627
1557,4937,82
1558,4937,447
1559,4938,203
1560,4940,85
1561,4941,199
1562,4943,283
1563,4947,10039
1564,4947,920
1565,4948,774
1566,4948,28
1567,4950,5
1568,4950,12
1569,4952,38
1570,4952,67
1571,4953,173
1572,4961,203
1573,4961,117
1574,4964,34
1575,4968,63
1576,4969,25
1577,4972,172
1578,4972,142
1579,4972,79
1580,4973,299
1581,4973,4
1582,4978,185
1583,4980,354
1584,4980,58
1585,4982,17
1586,4984,143
1587,4985,102
1588,4988,65
1589,4989,49
1590,4990,121
1591,5048,412
1592,5052,29
1593,5055,73
1594,5057,44
1595,5059,101
1596,5061,282
1597,5063,2419
1598,5069,98
1599,5073,3
1600,5074,53
1601,5081,213
1602,5083,174
1603,5084,136
1604,5084,76
1605,5085,100
1606,5085,1068
1607,5085,143
1608,5088,11
1609,5090,15
1610,5094,957
1611,5096,41
1612,5097,80
1613,5099,132
1614,5102,124
1615,5107,1329
1616,5108,62
1617,5109,30
1618,5109,16
1619,5113,290
1620,5117,556
1621,5117,163
1622,5117,214
1623,5130,60
1624,5132,728
1625,5133,172
1626,5138,27
1627,5143,35
1628,5144,110
1629,5146,223
1630,5150,448
1631,5155,34
1632,5157,76
1633,5158,152
1634,5159,142
1635,5167,173
1636,5169,93
1637,5169,235
1638,5171,266
1639,5175,86
1640,5175,109
1641,5179,41
1642,5181,319
1643,5181,13
1644,5183,93
1645,5184,174
1646,5184,49
1647,5190,36
1648,5191,31
1649,5192,105
1650,5196,83
1651,5198,306
1652,5198,124
1653,5200,327
1654,5204,1841
1655,5204,412
1656,5212,495
1657,5212,308
1658,5214,373
1659,5214,196
1660,5214,148
1661,5216,75
1662,5218,901
1663,5220,130
1664,5221,118
1665,5221,83
1666,5232,89
1667,5233,204
1668,5242,180
1669,5248,1835
1670,5251,39
1671,5255,61
1672,5255,31
1673,5256,14
1674,5257,13
1675,5258,162
1676,5258,201
1677,5263,90
1678,5270,202
1679,5272,189
1680,5273,1139
1681,5273,41
1682,5274,81
1683,5275,27
1684,5280,110
1685,5284,2579
1686,5285,24
1687,5285,126
1688,5286,25
1689,5286,304
1690,5290,120
1691,5301,533
1692,5302,191
1693,5302,258
1694,5304,196
1695,5305,12
1696,5305,108
1697,5307,154
1698,5308,537
1699,5310,249
1700,5311,535
1701,5314,113
1702,5315,61
1703,5317,15
1704,5318,51
1705,5318,57
1706,5321,99
1707,5321,154
1708,5324,9
1709,5327,209
1710,5332,0
1711,5332,326
1712,5333,405
1713,5334,42
1714,5336,6490
1715,5337,91
1716,5340,29
1717,5345,18
1718,5398,257
1719,5398,114
1720,5405,115
1721,5407,11
1722,5408,179
1723,5409,228
1724,5410,554
1725,5412,235
1726,5413,269
1727,5414,1641
1728,5416,41
1729,5418,74
1730,5418,65
1731,5418,39
1732,5418,66
1733,5426,88
1734,5427,25
1735,5428,249
1736,5429,26
1737,5430,49
1738,5430,15
1739,5434,16
1740,5434,40
1741,5436,20
1742,5439,652
1743,5442,22
1744,5445,109
1745,5447,10
1746,5449,46
1747,5451,30
1748,5456,26
1749,5458,85
1750,5464,557
1751,5466,3979
1752,5466,256
1753,5468,30
1754,5468,107
1755,5471,75
1756,5473,91
1757,5473,415
1758,5474,48
1759,5476,15
1760,5476,1721
1761,5481,52
1762,5483,91
1763,5485,14
1764,5487,100
1765,5488,54
1766,5488,394
1767,5489,43
1768,5489,111
1769,5491,3
1770,5494,39
1771,5494,71
1772,5495,14
1773,5496,110
1774,5498,75
1775,5500,98
1776,5500,120
1777,5501,1127
1778,5504,147
1779,5504,25
1780,5505,1073
1781,5506,139
1782,5507,285
1783,5509,182
1784,5514,28
1785,5519,1181
1786,5519,406
1787,5522,4
1788,5526,80
1789,5526,383
1790,5528,910
1791,5528,22
1792,5529,17
1793,5529,66
1794,5532,505
1795,5533,220
1796,5533,9
1797,5534,288
1798,5535,20
1799,5539,24
1800,5541,74
1801,5544,38
1802,5545,395
1803,5547,15
1804,5548,70
1805,5559,11
1806,5567,77
1807,5568,62
1808,5569,37
1809,5571,1152
1810,5579,53
1811,5580,859
1812,5594,200
1813,5594,84
1814,5605,135
1815,5609,37
1816,5615,73
1817,5616,59
1818,5620,99
1819,5621,7323
1820,5621,22
1821,5622,152
1822,5623,90
1823,5624,323
1824,5625,73
1825,5628,89
1826,5628,297
1827,5629,266
1828,5630,106
1829,5632,286
1830,5638,60
1831,5638,103
1832,5639,104
1833,5642,2232
1834,5649,1602
1835,5651,56
1836,5651,143
1837,5651,406
1838,5653,84
1839,5654,62
1840,5654,105
1841,5654,534
1842,5658,14
1843,5658,299
1844,5661,46
1845,5663,383
1846,5663,89
1847,5667,24
1848,5668,31
1849,5669,59
1850,5674,273
1851,5681,270
1852,5744,167
1853,5746,52
1854,5746,114
1855,5746,42
1856,5747,56
1857,5750,78
1858,5750,272
1859,5752,37
1860,5754,250
1861,5757,94
1862,5762,9
1863,5767,62
1864,5774,136
1865,5777,4
1866,5780,127
1867,5782,102
1868,5782,193
